log_q,log_p,log_y,share,log_hhsize,log_driver,log_hhr_age,total_wrkr,publictransit_d,cl5_smtown_d,cl5_suburban_d,cl5_secondcity_d,cl5_urban_d,popdensity_d2,popdensity_d3,popdensity_d4,popdensity_d5,popdensity_d6,popdensity_d7,popdensity_d8,state_fips,distance_oil1000
7.4852529,.19487409,11.695247,.018040789,1.6094379,1.3862944,3.7612002,1,0,0,1,0,0,0,0,1,0,0,0,0,FL,.88224781
7.1505628,.19497877,11.695247,.012910617,1.7917595,.69314718,3.9512436,2,1,0,0,0,1,0,0,0,1,0,0,0,FL,.88224781
7.0909133,.1951766,10.221941,.053085491,1.7917595,0,3.8501475,3,0,0,0,1,0,0,0,1,0,0,0,0,FL,.88224781
7.8058305,.19517384,11.191341,.041157972,1.3862944,.69314718,3.5553482,2,0,1,0,0,0,0,0,0,0,0,0,0,FL,.88224781
6.842452,.19488989,11.695247,.0094863148,1.3862944,.69314718,3.4965076,1,0,0,1,0,0,0,1,0,0,0,0,0,FL,.88224781
7.2433181,.19499367,10.768485,.035786904,1.6094379,1.0986123,3.6375861,2,0,1,0,0,0,1,0,0,0,0,0,0,FL,.88224781
7.0487528,.19497377,10.95954,.024335628,1.6094379,.69314718,3.3322046,2,0,1,0,0,0,0,0,1,0,0,0,0,FL,.88224781
7.7415776,.19510981,11.258033,.03610421,1.6094379,.69314718,3.4965076,2,1,0,1,0,0,0,0,0,1,0,0,0,FL,.88224781
7.5213609,.19511598,11.695247,.01870863,1.3862944,.69314718,3.6635616,2,0,0,1,0,0,0,0,0,0,1,0,0,FL,.88224781
7.8572021,.19507439,10.95954,.054624997,1.6094379,1.3862944,3.8286414,2,0,1,0,0,0,1,0,0,0,0,0,0,FL,.88224781
7.2274203,.19503811,11.258033,.021588922,1.0986123,.69314718,3.6888795,2,1,0,1,0,0,0,0,0,0,1,0,0,FL,.88224781
5.0511999,.19458506,8.922658,.025301963,1.3862944,.69314718,3.5263605,2,0,1,0,0,0,0,0,0,1,0,0,0,FL,.88224781
6.8976026,.19479533,11.695247,.010023238,1.6094379,.69314718,3.6109178,2,0,1,0,0,0,0,0,1,0,0,0,0,FL,.88224781
7.6356101,.13316745,10.532096,.063082077,1.7917595,.69314718,3.583519,1,0,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
6.5553679,.13317798,11.119883,.01189857,1.0986123,.69314718,3.8501475,2,0,0,0,1,0,0,0,0,1,0,0,0,GA,.8966592
7.5765166,.13324527,11.258033,.028774336,1.0986123,.69314718,3.713572,2,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
7.8803701,.13313739,11.407565,.033572186,1.6094379,.69314718,3.4965076,1,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
5.8640418,.13277774,10.95954,.0069938749,1.3862944,.69314718,3.5553482,2,1,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
7.3101678,.13321252,11.695247,.014237629,1.0986123,.69314718,3.6109178,1,1,0,0,1,0,0,0,1,0,0,0,0,GA,.8966592
7.8445683,.13327533,11.407565,.032395974,1.0986123,.69314718,3.871201,2,1,0,0,1,0,0,0,1,0,0,0,0,GA,.8966592
7.2678237,.13306977,11.407565,.01819385,1.3862944,.69314718,3.4965076,2,1,0,1,0,0,0,0,1,0,0,0,0,GA,.8966592
6.8449812,.13296394,11.407565,.011919018,1.6094379,.69314718,3.713572,2,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
6.4954362,.1326437,10.221941,.02749197,1.3862944,1.0986123,3.8501475,3,0,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.4366183,.13291666,10.868568,.036918826,1.3862944,.69314718,3.4965076,1,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
7.8868661,.13313541,10.532096,.081098199,1.0986123,.69314718,3.9702919,1,0,1,0,0,0,0,0,0,0,0,0,0,GA,.8966592
7.5003295,.13324986,11.042922,.033062927,1.0986123,.69314718,3.3672957,2,0,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
6.7668052,.13304952,10.388995,.030527098,1.0986123,.69314718,3.2580965,2,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.5978518,.13307749,11.407565,.025307974,1.0986123,.69314718,3.8066626,2,0,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
7.2083106,.13300131,11.407565,.0171415,1.6094379,.69314718,3.6635616,2,1,0,0,1,0,0,0,0,1,0,0,0,GA,.8966592
7.0753474,.13321513,11.119883,.020014053,1.3862944,.69314718,3.5553482,2,1,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
7.5762615,.13305673,10.532096,.059440602,2.3025851,1.0986123,3.9512436,3,0,0,0,1,0,0,0,0,0,1,0,0,GA,.8966592
7.2328033,.13310984,11.695247,.01317632,1.3862944,.69314718,3.583519,2,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.1341667,.13325968,11.695247,.011940483,1.0986123,.69314718,3.583519,2,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
6.2853832,.13300371,11.695247,.0051084468,1.3862944,.69314718,3.8501475,2,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.8284187,.13324423,11.695247,.023907004,1.3862944,.69314718,3.4011974,2,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.3188744,.13311829,11.407565,.019147711,1.0986123,.69314718,3.4965076,1,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.0874157,.13307123,11.407565,.015190609,1.6094379,1.0986123,3.6888795,3,1,1,0,0,0,0,0,0,1,0,0,0,GA,.8966592
7.6074028,.13309231,10.95954,.039993219,1.3862944,1.0986123,3.7376697,3,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.1298881,.13310608,9.7699566,.081515498,1.9459101,1.0986123,3.5553482,2,0,0,0,1,0,0,0,1,0,0,0,0,GA,.8966592
7.1636014,.13285415,8.922658,.196675,1.3862944,1.0986123,2.9957323,3,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
7.1351438,.13303679,11.191341,.019778471,1.0986123,.69314718,3.5553482,2,1,0,0,1,0,0,0,0,0,1,0,0,GA,.8966592
7.2109413,.1330753,11.695247,.012890941,1.0986123,.69314718,3.713572,1,1,0,1,0,0,0,0,1,0,0,0,0,GA,.8966592
5.9580507,.13292982,10.021271,.019637978,1.6094379,.69314718,3.4339871,1,0,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
7.1428723,.132865,11.695247,.012040137,1.6094379,.69314718,3.871201,2,0,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
6.6344447,.13249366,11.258033,.011208368,1.3862944,.69314718,3.3322046,1,0,0,0,1,0,0,0,0,1,0,0,0,GA,.8966592
6.8299556,.13293587,10.868568,.020127324,1.0986123,.69314718,4.1896548,1,0,0,0,1,0,1,0,0,0,0,0,0,GA,.8966592
7.9720917,.13325393,11.258033,.042737115,1.3862944,1.0986123,3.871201,2,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.5536275,.13316818,11.695247,.018161498,1.6094379,.69314718,3.8501475,2,1,0,0,1,0,0,0,0,1,0,0,0,GA,.8966592
7.3965378,.13299964,11.258033,.024028951,1.6094379,1.0986123,3.7376697,3,1,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
7.5581837,.13316244,11.407565,.024325775,1.3862944,.69314718,3.7612002,2,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.0491052,.13310483,10.657259,.03096031,1.3862944,.69314718,3.2580965,2,0,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
7.289165,.13297981,11.695247,.013938475,1.3862944,.69314718,3.583519,2,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
6.6556787,.13288191,11.119883,.013150149,1.0986123,.69314718,3.8501475,1,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.0659246,.13311109,11.258033,.01726632,1.0986123,.69314718,3.5263605,2,1,0,1,0,0,0,0,1,0,0,0,0,GA,.8966592
7.3956432,.13306487,11.695247,.015505836,1.9459101,1.0986123,3.7612002,2,1,0,1,0,0,0,0,1,0,0,0,0,GA,.8966592
6.4961782,.1326178,10.95954,.013157752,1.3862944,.69314718,3.6375861,2,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.8630557,.13336495,11.695247,.024752557,1.3862944,.69314718,3.583519,1,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.0510979,.13305181,10.95954,.022928139,1.3862944,.69314718,3.6888795,2,1,0,1,0,0,0,0,0,0,1,0,0,GA,.8966592
6.8940344,.1332241,11.407565,.012521522,1.3862944,.69314718,3.7612002,2,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.4856262,.13307008,10.657259,.047903679,1.3862944,1.0986123,2.9957323,3,1,0,1,0,0,0,0,0,0,1,0,0,GA,.8966592
7.4617004,.13296676,11.695247,.016563067,1.0986123,.69314718,3.9120231,2,1,0,0,0,1,0,0,0,0,1,0,0,GA,.8966592
7.4711919,.13314834,11.407565,.022298744,1.0986123,.69314718,3.4965076,2,0,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
7.7988415,.13310859,11.695247,.023207104,1.3862944,1.0986123,3.871201,2,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
6.8957415,.13324486,10.532096,.030103618,1.0986123,.69314718,3.4657359,2,0,0,0,1,0,0,0,0,0,1,0,0,GA,.8966592
7.4553819,.13321106,10.95954,.034357067,1.7917595,1.0986123,3.583519,4,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
6.5476313,.13313259,11.191341,.010992102,1.0986123,.69314718,3.9512436,1,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
8.1889935,.13328044,11.695247,.034287553,1.3862944,.69314718,3.871201,2,1,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
8.210494,.13318601,11.695247,.035029411,1.7917595,1.0986123,3.7841897,1,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
6.8042455,.13291718,10.532096,.02746251,1.0986123,.69314718,3.8286414,2,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.1162915,.13290998,9.7699566,.080398917,1.3862944,1.0986123,4.0775375,1,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.8005843,.13325499,10.532096,.074403167,1.3862944,.69314718,3.7841897,2,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
7.6179414,.13321555,11.695247,.019368835,1.0986123,.69314718,3.5553482,2,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
6.4396262,.13290717,8.922658,.095357269,1.3862944,1.0986123,3.8501475,2,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.2121148,.13298628,11.695247,.012904929,1.3862944,.69314718,3.6635616,2,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.3081608,.13313082,9.7699566,.097425766,1.0986123,.69314718,3.0910425,1,0,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
7.4579434,.13302855,11.695247,.016501976,1.0986123,.69314718,3.4339871,1,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.1479988,.13303867,10.532096,.038733181,1.0986123,.69314718,3.8066626,2,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
4.7924743,.13234746,10.768485,.002898206,1.6094379,0,3.3672957,1,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.2198896,.13310556,11.407565,.017342938,1.3862944,.69314718,3.8286414,2,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.1756625,.13302353,11.119883,.02212169,1.6094379,1.0986123,3.9889841,3,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.7773352,.13286938,10.657259,.064116426,1.3862944,1.0986123,3.6635616,3,0,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
6.5760489,.13294411,11.407565,.0091082752,1.0986123,.69314718,4.0604429,2,1,0,1,0,0,0,1,0,0,0,0,0,GA,.8966592
7.8264384,.13320626,10.221941,.10411111,1.0986123,.69314718,3.871201,1,1,0,1,0,0,1,0,0,0,0,0,0,GA,.8966592
7.6304088,.13317944,11.258033,.030365592,1.6094379,.69314718,3.583519,1,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
7.5033517,.1330656,11.695247,.017269218,1.3862944,.69314718,3.8501475,1,1,1,0,0,0,0,0,0,0,1,0,0,GA,.8966592
7.4195328,.13311891,11.407565,.021175439,1.0986123,.69314718,3.583519,2,1,1,0,0,0,0,0,0,1,0,0,0,GA,.8966592
7.0396175,.13299692,10.95954,.022665169,1.3862944,.69314718,3.4965076,1,0,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
7.4173422,.13312852,11.695247,.015846979,1.6094379,1.0986123,3.6109178,3,1,0,1,0,0,0,0,1,0,0,0,0,GA,.8966592
7.3001032,.13295309,11.119883,.02505138,1.3862944,1.0986123,3.6635616,2,0,0,0,1,0,0,0,0,1,0,0,0,GA,.8966592
7.8201289,.13297491,10.95954,.049467646,1.3862944,.69314718,3.4657359,2,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
8.2381325,.13318309,10.532096,.11523511,1.6094379,1.0986123,3.8501475,1,1,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
7.2238684,.13289015,11.258033,.02021613,1.6094379,1.0986123,3.5263605,3,0,0,0,1,0,0,0,0,1,0,0,0,GA,.8966592
5.6865129,.1324852,10.021271,.014961536,1.0986123,0,3.2958369,0,0,0,0,1,0,0,0,0,1,0,0,0,GA,.8966592
7.7539339,.13318101,11.695247,.022189591,1.6094379,1.0986123,3.8918202,2,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.3807425,.1331808,11.407565,.020371031,1.6094379,.69314718,3.6635616,2,0,0,0,1,0,0,0,0,1,0,0,0,GA,.8966592
6.3865018,.13266969,10.532096,.018080439,1.0986123,.69314718,3.6109178,2,1,1,0,0,0,0,0,0,1,0,0,0,GA,.8966592
8.1652718,.1331688,10.95954,.069871344,1.3862944,1.0986123,3.7612002,3,1,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
7.4295049,.13316828,11.191341,.026551506,1.6094379,1.0986123,3.713572,3,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.7838421,.13318142,11.407565,.030484363,1.3862944,.69314718,3.6109178,2,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
6.9852009,.13297856,11.119883,.018284466,1.0986123,.69314718,3.6109178,2,0,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.2615895,.13309868,11.407565,.018081307,1.6094379,.69314718,3.6635616,2,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.5247974,.133212,11.191341,.029207418,1.6094379,.69314718,3.5553482,1,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.050725,.13306049,10.868568,.025102615,1.3862944,.69314718,3.7612002,2,1,1,0,0,0,0,0,0,1,0,0,0,GA,.8966592
6.3258448,.13280435,11.191341,.0088027343,1.0986123,.69314718,3.7612002,2,1,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
8.0011978,.13333668,11.407565,.03789141,1.0986123,.69314718,3.6375861,1,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.8403993,.13326094,11.695247,.024195548,1.0986123,.69314718,3.8918202,2,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.3323393,.13313895,11.407565,.019407675,1.6094379,.69314718,3.4011974,1,1,1,0,0,0,0,0,0,0,1,0,0,GA,.8966592
7.7461176,.13319415,11.695247,.022017116,1.0986123,.69314718,3.7612002,2,1,1,0,0,0,0,0,1,0,0,0,0,GA,.8966592
7.2673392,.13279235,11.258033,.021112254,1.6094379,1.6094379,3.9120231,3,1,1,0,0,0,0,1,0,0,0,0,0,GA,.8966592
7.6981268,.13321742,11.258033,.032494351,1.3862944,.69314718,3.5553482,1,1,0,0,1,0,0,0,1,0,0,0,0,GA,.8966592
7.0505595,.13306163,11.695247,.010980591,1.3862944,.69314718,3.8286414,2,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
7.1886978,.13309263,11.191341,.020867724,1.0986123,.69314718,3.5263605,2,1,1,0,0,0,0,0,0,1,0,0,0,GA,.8966592
7.3554654,.13312832,11.695247,.01489614,1.0986123,.69314718,3.4011974,2,0,1,0,0,0,1,0,0,0,0,0,0,GA,.8966592
6.4345074,.13265978,11.695247,.0059279315,1.6094379,.69314718,3.7841897,1,1,0,1,0,0,0,0,0,1,0,0,0,GA,.8966592
6.4478898,.33677155,10.388995,.027205555,1.3862944,.69314718,3.2580965,1,0,0,0,1,0,0,1,0,0,0,0,0,IL,1.3319257
7.9927549,.33688775,10.657259,.097527906,1.0986123,.69314718,3.6888795,2,0,1,0,0,0,0,0,0,0,1,0,0,IL,1.3319257
7.5486312,.33685872,11.407565,.029538076,0,0,3.871201,1,1,1,0,0,0,0,0,0,1,0,0,0,IL,1.3319257
6.0657778,.3367587,11.407565,.0067041498,1.0986123,.69314718,3.583519,1,1,0,1,0,0,0,0,0,0,0,1,0,IL,1.3319257
7.9509268,.33690169,11.695247,.033126611,1.3862944,.69314718,3.6635616,2,1,0,1,0,0,0,0,0,1,0,0,0,IL,1.3319257
6.1962118,.33684161,10.95954,.011956423,1.6094379,.69314718,3.713572,2,1,1,0,0,0,0,0,0,1,0,0,0,IL,1.3319257
6.564908,.33680126,10.532096,.026505921,1.3862944,.69314718,3.2580965,2,0,1,0,0,0,0,0,0,0,0,0,0,IL,1.3319257
5.2703395,.33672363,10.768485,.0057335412,1.0986123,0,4.3694477,0,1,0,1,0,0,0,0,0,0,1,0,0,IL,1.3319257
6.999702,.33684605,11.191341,.021177974,1.3862944,.69314718,3.583519,2,0,1,0,0,0,0,0,1,0,0,0,0,IL,1.3319257
7.3401647,.33689389,11.258033,.027848542,1.0986123,.69314718,3.2958369,2,1,0,0,1,0,0,0,0,0,1,0,0,IL,1.3319257
7.2382684,.33685735,10.95954,.033897478,1.0986123,.69314718,3.4339871,2,1,1,0,0,0,0,0,0,1,0,0,0,IL,1.3319257
6.8806353,.33683029,10.868568,.025962483,1.7917595,.69314718,3.6375861,2,0,1,0,0,0,0,0,0,0,0,0,0,IL,1.3319257
4.8266978,.33667254,10.021271,.0077667749,1.6094379,.69314718,3.6888795,3,0,0,0,1,0,0,0,0,0,1,0,0,IL,1.3319257
6.8051267,.33683446,11.191341,.017433167,1.3862944,.69314718,3.713572,2,1,0,1,0,0,0,1,0,0,0,0,0,IL,1.3319257
7.2575874,.33686018,11.258033,.025640408,1.6094379,.69314718,3.5553482,1,1,1,0,0,0,0,1,0,0,0,0,0,IL,1.3319257
6.9376936,.33685592,11.119883,.021379268,1.3862944,.69314718,3.583519,1,1,0,1,0,0,0,0,1,0,0,0,0,IL,1.3319257
6.2826276,.33683693,10.532096,.019987829,1.0986123,.69314718,3.7841897,1,0,1,0,0,0,0,0,0,0,1,0,0,IL,1.3319257
7.407856,.33687702,11.407565,.02565974,1.0986123,.69314718,3.8066626,2,1,1,0,0,0,1,0,0,0,0,0,0,IL,1.3319257
7.1894546,.33686265,11.258033,.0239517,1.7917595,.69314718,3.4339871,2,1,0,0,1,0,0,0,0,1,0,0,0,IL,1.3319257
7.3532257,.33686912,10.95954,.038027517,1.3862944,.69314718,3.9120231,2,1,1,0,0,0,0,0,1,0,0,0,0,IL,1.3319257
7.6308141,.33685967,11.258033,.037240453,1.6094379,.69314718,3.7612002,2,1,0,1,0,0,0,0,0,0,1,0,0,IL,1.3319257
6.9489694,.33686256,11.191341,.020130685,1.3862944,1.0986123,3.7612002,2,0,1,0,0,0,0,0,1,0,0,0,0,IL,1.3319257
6.8130856,.33680195,11.258033,.016438227,1.6094379,1.3862944,3.9120231,4,1,0,0,1,0,0,0,0,0,1,0,0,IL,1.3319257
6.9736118,.33686486,11.258033,.019301808,1.6094379,.69314718,3.8501475,2,1,0,1,0,0,0,0,1,0,0,0,0,IL,1.3319257
7.7388091,.33704689,11.407565,.03573199,1.3862944,.69314718,3.713572,1,1,0,1,0,0,0,0,0,0,1,0,0,IL,1.3319257
7.0733433,.33685482,11.695247,.013772946,1.7917595,.69314718,3.871201,2,0,0,0,1,0,0,0,0,0,1,0,0,IL,1.3319257
7.332159,.33688325,10.95954,.037235308,1.0986123,.69314718,3.7612002,1,1,0,1,0,0,0,1,0,0,0,0,0,IL,1.3319257
7.2579179,.33711702,11.695247,.016569158,1.3862944,.69314718,3.6888795,2,1,0,1,0,0,0,0,0,0,1,0,0,IL,1.3319257
6.5747442,.33682698,11.407565,.011153592,1.0986123,.69314718,3.9318256,1,1,0,1,0,0,0,0,1,0,0,0,0,IL,1.3319257
4.6388264,.33906931,11.695247,.001209738,1.0986123,.69314718,3.871201,1,1,0,0,0,1,0,0,0,0,0,1,0,IL,1.3319257
7.3300166,.33681276,10.221941,.077683523,1.3862944,1.0986123,3.583519,2,0,1,0,0,0,1,0,0,0,0,0,0,IL,1.3319257
6.9284658,.3369869,10.768485,.03010596,1.3862944,.69314718,3.1780539,1,0,1,0,0,0,0,0,0,1,0,0,0,IL,1.3319257
7.0112643,.33686945,11.695247,.012944127,1.3862944,.69314718,3.6635616,2,1,0,1,0,0,0,0,0,0,1,0,0,IL,1.3319257
7.8072414,.33686826,11.042922,.055088624,1.6094379,1.0986123,3.9889841,1,1,0,1,0,0,0,0,0,1,0,0,0,IL,1.3319257
6.7241673,.33682597,11.695247,.0097133536,1.0986123,.69314718,3.6109178,2,1,0,1,0,0,0,0,0,1,0,0,0,IL,1.3319257
6.9310198,.33683795,11.695247,.011945637,1.6094379,.69314718,3.4657359,2,1,0,1,0,0,0,0,1,0,0,0,0,IL,1.3319257
8.032114,.33688578,11.191341,.059466515,1.6094379,1.0986123,3.7612002,3,0,0,1,0,0,1,0,0,0,0,0,0,IL,1.3319257
7.2495246,.3368566,10.221941,.07167881,1.3862944,1.0986123,3.2580965,3,0,0,0,1,0,0,0,0,0,1,0,0,IL,1.3319257
6.9938631,.33683786,11.407565,.016960574,1.3862944,.69314718,3.713572,2,1,1,0,0,0,0,0,0,0,0,0,0,IL,1.3319257
7.614717,.33688596,11.695247,.023667699,1.6094379,.69314718,3.6375861,1,1,0,0,0,1,0,0,0,0,1,0,0,IL,1.3319257
7.3765283,.33688298,11.407565,.024868496,1.0986123,.69314718,3.713572,2,1,0,0,1,0,0,0,0,0,1,0,0,IL,1.3319257
6.5743093,.33680773,11.695247,.0083613945,1.3862944,.69314718,3.6375861,2,1,0,0,1,0,0,0,0,1,0,0,0,IL,1.3319257
7.3321428,.3368727,11.191341,.029530663,1.6094379,1.0986123,3.5553482,1,1,0,1,0,0,1,0,0,0,0,0,0,IL,1.3319257
7.0720024,.33686435,10.868568,.031439133,1.3862944,.69314718,3.6635616,2,0,0,0,1,0,0,1,0,0,0,0,0,IL,1.3319257
7.089148,.33686912,11.258033,.021665892,1.3862944,1.0986123,3.5263605,3,0,0,1,0,0,1,0,0,0,0,0,0,IL,1.3319257
7.8373036,.33717504,11.407565,.039435603,1.6094379,1.3862944,2.8903718,5,1,0,1,0,0,0,0,0,0,1,0,0,IL,1.3319257
7.0653448,.33680341,10.868568,.031228624,1.7917595,1.0986123,3.6109178,2,0,0,0,1,0,0,0,0,1,0,0,0,IL,1.3319257
7.6599689,.33689532,11.695247,.024763541,1.7917595,.69314718,3.6888795,2,1,0,1,0,0,0,0,1,0,0,0,0,IL,1.3319257
7.6318655,.33682597,11.695247,.024075624,1.3862944,.69314718,3.9120231,2,1,0,0,0,1,0,0,0,0,1,0,0,IL,1.3319257
7.169817,.33686858,11.191341,.025105808,1.7917595,.69314718,3.713572,1,1,0,1,0,0,0,0,0,0,0,1,0,IL,1.3319257
7.3598671,.3368904,11.695247,.018343324,1.7917595,1.3862944,3.871201,4,1,0,0,1,0,0,0,0,1,0,0,0,IL,1.3319257
7.9420142,.33688545,11.258033,.050836857,1.0986123,.69314718,3.9318256,1,1,0,0,0,1,0,0,0,1,0,0,0,IL,1.3319257
7.4632668,.33689669,11.258033,.031496789,1.9459101,.69314718,4.0604429,0,1,1,0,0,0,1,0,0,0,0,0,0,IL,1.3319257
5.4769878,.3367056,10.221941,.012176495,1.0986123,.69314718,3.1354942,2,0,0,0,1,0,0,0,0,1,0,0,0,IL,1.3319257
6.752749,.33688816,10.868568,.022847097,1.0986123,.69314718,3.4339871,1,1,0,0,0,1,0,0,0,0,0,1,0,IL,1.3319257
6.5952044,.33678323,10.868568,.019514825,1.7917595,.69314718,3.6635616,1,0,0,0,1,0,0,0,0,0,1,0,0,IL,1.3319257
5.8183231,.33680868,10.021271,.020939063,1.0986123,.69314718,4.1743875,1,0,0,0,1,0,0,0,0,0,1,0,0,IL,1.3319257
6.894505,.33686519,10.532096,.036856398,1.6094379,.69314718,2.8903718,3,1,0,1,0,0,0,0,0,0,0,1,0,IL,1.3319257
7.0931797,.33683762,11.695247,.014048639,1.6094379,1.3862944,3.9120231,3,1,0,1,0,0,0,0,0,0,1,0,0,IL,1.3319257
7.4875593,.33685327,11.695247,.020840975,1.3862944,1.0986123,3.4657359,3,1,0,1,0,0,0,0,1,0,0,0,0,IL,1.3319257
7.4433517,.33687499,10.532096,.063808464,1.3862944,.69314718,3.3322046,1,0,1,0,0,0,1,0,0,0,0,0,0,IL,1.3319257
7.5242181,.3368898,11.119883,.038435448,1.3862944,.69314718,3.4339871,2,1,0,1,0,0,0,0,0,0,1,0,0,IL,1.3319257
7.0172896,.33686069,11.695247,.01302224,1.3862944,.69314718,3.583519,1,1,0,1,0,0,0,0,1,0,0,0,0,IL,1.3319257
6.9702191,.33685124,11.407565,.016564483,1.0986123,.69314718,3.4011974,1,1,0,1,0,0,0,1,0,0,0,0,0,IL,1.3319257
7.6369953,.33689398,11.407565,.032268111,1.7917595,.69314718,3.713572,2,1,0,1,0,0,0,0,1,0,0,0,0,IL,1.3319257
7.1234169,.33688146,10.021271,.077229634,1.0986123,.69314718,3.1354942,1,1,1,0,0,0,0,0,0,0,1,0,0,IL,1.3319257
6.5019236,.33682442,11.042922,.014933118,1.0986123,.69314718,3.871201,1,0,0,0,1,0,0,0,0,1,0,0,0,IL,1.3319257
7.5544925,.33660334,11.119883,.039605509,1.3862944,.69314718,3.6375861,1,1,0,0,1,0,0,0,0,0,1,0,0,IL,1.3319257
6.8599072,.33687991,10.868568,.025431126,1.6094379,.69314718,3.6888795,1,1,0,1,0,0,0,1,0,0,0,0,0,IL,1.3319257
6.9682522,.33685523,11.191341,.020522479,1.3862944,.69314718,3.4657359,2,1,0,0,0,1,0,0,0,0,1,0,0,IL,1.3319257
7.9250178,.33689412,11.191341,.053427495,1.6094379,.69314718,3.6888795,2,1,1,0,0,0,0,0,1,0,0,0,0,IL,1.3319257
6.8463111,.33684298,11.695247,.010975466,1.6094379,.69314718,3.4011974,1,1,1,0,0,0,0,0,0,1,0,0,0,IL,1.3319257
6.785182,.33680543,11.042922,.019822568,1.3862944,.69314718,3.713572,2,0,0,1,0,0,0,0,0,0,1,0,0,IL,1.3319257
6.4361234,.33686069,10.868568,.016646015,1.6094379,.69314718,3.6888795,1,1,0,1,0,0,0,0,0,1,0,0,0,IL,1.3319257
7.0503659,.3368555,11.695247,.0134601,1.0986123,.69314718,3.871201,2,1,1,0,0,0,0,1,0,0,0,0,0,IL,1.3319257
7.700882,.33688265,11.042922,.049530964,1.3862944,.69314718,3.7612002,2,0,0,0,1,0,0,0,1,0,0,0,0,IL,1.3319257
6.7910805,.3368434,11.258033,.016081117,1.0986123,.69314718,3.5263605,2,1,1,0,0,0,0,0,1,0,0,0,0,IL,1.3319257
