log_q,log_p,log_y,share,log_hhsize,log_driver,log_hhr_age,total_wrkr,publictransit_d,cl5_smtown_d,cl5_suburban_d,cl5_secondcity_d,cl5_urban_d,popdensity_d2,popdensity_d3,popdensity_d4,popdensity_d5,popdensity_d6,popdensity_d7,popdensity_d8,state_fips,distance_oil1000
6.2082677,.29765394,11.695247,.0055757668,1.3862944,.69314718,3.6375861,1,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.3948536,.29772934,11.407565,.024355877,1.3862944,1.0986123,3.7612002,3,0,0,1,0,0,0,0,1,0,0,0,0,NY,2.1332705
7.3587675,.29774377,11.695247,.017619736,1.3862944,1.0986123,3.8286414,2,0,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.2898822,.29770148,10.532096,.052627698,1.3862944,1.0986123,3.9318256,2,1,0,1,0,0,0,0,0,0,0,1,0,NY,2.1332705
7.9268665,.29776537,11.042922,.059707962,1.6094379,.69314718,3.7841897,2,0,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.7675076,.29774821,11.191341,.043889243,1.3862944,1.0986123,3.8918202,3,0,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
7.2318892,.29789779,11.695247,.015522569,1.3862944,1.0986123,3.9512436,3,1,0,0,1,0,0,0,0,1,0,0,0,NY,2.1332705
7.6727905,.29775131,11.695247,.024120206,1.6094379,.69314718,3.8501475,3,1,0,1,0,0,0,1,0,0,0,0,0,NY,2.1332705
7.5958862,.29840827,10.768485,.05646183,1.0986123,.69314718,3.6109178,1,1,0,0,1,0,0,0,0,0,0,0,1,NY,2.1332705
4.9631424,.29752186,11.407565,.0021401043,1.6094379,.69314718,3.7376697,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.2732491,.297719,11.695247,.016175153,1.3862944,.69314718,3.6635616,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.4403415,.29774979,11.258033,.029601151,1.0986123,.69314718,3.6635616,1,0,0,1,0,0,0,1,0,0,0,0,0,NY,2.1332705
6.7968335,.29765746,10.95954,.020961888,1.3862944,.69314718,3.4339871,2,0,0,0,0,1,0,0,0,0,1,0,0,NY,2.1332705
6.2509022,.29769555,11.695247,.0058188704,1.0986123,.69314718,3.8501475,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
6.8423562,.29769298,11.042922,.020183843,1.3862944,.69314718,3.4011974,1,1,0,1,0,0,0,0,0,0,0,1,0,NY,2.1332705
7.5868521,.29774573,11.407565,.029511742,1.0986123,.69314718,3.5263605,2,1,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
5.7391491,.29798847,11.695247,.0034891067,1.0986123,.69314718,3.3672957,1,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.2821841,.29772556,10.868568,.037303846,1.6094379,.69314718,3.8501475,1,0,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
5.5018063,.29768121,11.191341,.0045535224,1.0986123,.69314718,3.7841897,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.6557827,.29774395,11.695247,.023713278,1.3862944,.69314718,3.6635616,1,1,0,1,0,0,0,1,0,0,0,0,0,NY,2.1332705
7.4957962,.29775289,11.407565,.026943425,1.6094379,1.3862944,4.2904596,3,0,1,0,0,0,0,1,0,0,0,0,0,NY,2.1332705
6.6129184,.29768652,9.7699566,.057305936,1.3862944,.69314718,3.2188759,1,0,1,0,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.0623422,.29771987,11.695247,.013099448,1.3862944,.69314718,3.871201,3,1,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
6.7284632,.29767835,11.695247,.0093806554,1.0986123,.69314718,4.0430512,1,1,0,0,0,1,0,0,0,0,0,0,0,NY,2.1332705
7.0325117,.29771864,11.695247,.012714444,1.3862944,.69314718,3.5553482,2,1,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.3208981,.29773423,10.95954,.035404798,1.9459101,.69314718,4.1743875,0,1,1,0,0,0,0,0,0,1,0,0,0,NY,2.1332705
4.8407025,.29748696,11.258033,.0021987993,1.0986123,.69314718,3.3322046,2,1,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
6.053494,.29764339,10.657259,.013485747,1.0986123,.69314718,3.4339871,2,0,0,0,1,0,0,0,1,0,0,0,0,NY,2.1332705
5.7456164,.29765102,10.95954,.0073263859,1.0986123,.69314718,3.4965076,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.2439971,.29769978,11.407565,.020944731,1.6094379,1.0986123,3.583519,3,1,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
7.4291496,.29774934,10.388995,.06980174,1.6094379,1.0986123,3.9318256,2,0,1,0,0,0,0,0,0,1,0,0,0,NY,2.1332705
6.7534952,.29766935,11.407565,.012824466,1.0986123,.69314718,3.4339871,2,1,0,0,0,1,0,0,0,0,0,1,0,NY,2.1332705
7.019908,.29771236,11.695247,.01255512,1.0986123,.69314718,3.3672957,2,0,0,0,0,1,0,0,0,0,1,0,0,NY,2.1332705
6.2040153,.29766244,10.657259,.01567667,1.0986123,.69314718,3.6109178,2,0,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
6.7741647,.29770413,10.768485,.024807323,1.3862944,.69314718,3.4339871,2,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.5723405,.29773316,11.695247,.021814657,1.6094379,1.0986123,3.7376697,2,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
6.5029855,.2976566,11.695247,.0074868663,1.0986123,.69314718,3.8918202,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.3325977,.29774049,11.258033,.026577374,1.3862944,.69314718,3.4657359,2,1,1,0,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.1246696,.29772493,11.258033,.021587549,1.6094379,.69314718,3.6635616,2,1,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.2399936,.29773918,11.119883,.027815824,1.3862944,.69314718,3.6109178,1,1,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
7.2343531,.29772004,11.191341,.025751337,1.6094379,.69314718,3.6888795,1,1,0,0,0,1,0,0,0,0,0,1,0,NY,2.1332705
7.5373869,.29775572,11.695247,.021065796,1.3862944,1.0986123,3.6635616,3,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.3759503,.29774934,11.042922,.034416404,1.3862944,.69314718,3.5553482,1,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
4.9937005,.29747456,10.021271,.0088256262,1.7917595,0,3.3322046,2,0,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
7.3888516,.29775226,11.191341,.030054646,1.3862944,.69314718,3.6635616,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.0328307,.29772598,11.407565,.016958127,1.3862944,.69314718,3.6888795,2,1,0,1,0,0,0,0,1,0,0,0,0,NY,2.1332705
7.3302951,.29774794,10.657259,.048353527,1.3862944,.69314718,3.6375861,2,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
6.7302966,.2976959,10.657259,.026535628,1.3862944,.69314718,3.5553482,2,0,0,0,0,1,0,0,0,0,1,0,0,NY,2.1332705
5.3604336,.29765341,11.695247,.0023883318,1.0986123,.69314718,4.0430512,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
6.825336,.2976765,11.258033,.016002337,1.0986123,.69314718,3.5553482,2,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
6.7002931,.29770827,11.407565,.012160485,1.3862944,.69314718,3.6635616,2,1,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
7.4270425,.29774457,11.695247,.018864753,1.7917595,.69314718,3.583519,1,1,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.1074185,.29768765,11.695247,.013702994,1.7917595,1.0986123,3.5553482,2,1,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
6.4426966,.29767048,10.021271,.037594277,1.3862944,.69314718,3.4965076,1,0,1,0,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.1563292,.29772493,10.868568,.032892376,1.7917595,.69314718,3.6109178,2,0,1,0,0,0,0,1,0,0,0,0,0,NY,2.1332705
6.8737297,.29772058,10.532096,.034712832,1.3862944,.69314718,3.871201,2,0,1,0,0,0,0,0,0,0,1,0,0,NY,2.1332705
6.8619471,.29766428,10.657259,.030268487,1.6094379,1.0986123,3.8501475,3,0,0,0,0,1,0,0,0,0,0,1,0,NY,2.1332705
7.5606437,.29775175,11.695247,.02156138,1.6094379,.69314718,3.8066626,2,1,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
6.6376119,.29769915,10.388995,.031628896,1.7917595,.69314718,3.713572,1,0,1,0,0,0,0,1,0,0,0,0,0,NY,2.1332705
6.60533,.29769555,10.868568,.018957743,1.6094379,.69314718,3.7841897,2,0,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.7613754,.29775095,11.695247,.026354382,1.3862944,.69314718,3.6635616,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
6.6519742,.29813245,11.695247,.0086938422,1.3862944,.69314718,3.5553482,2,1,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
6.9823408,.29773837,10.868568,.02764006,1.0986123,.69314718,3.6375861,1,1,1,0,0,0,0,1,0,0,0,0,0,NY,2.1332705
6.7423563,.29769555,11.695247,.0095120547,1.3862944,.69314718,3.6109178,3,0,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
6.6421599,.29766262,11.407565,.011473187,1.0986123,.69314718,3.4011974,2,1,0,1,0,0,0,1,0,0,0,0,0,NY,2.1332705
7.5452003,.29782549,11.695247,.021232527,1.0986123,.69314718,3.871201,2,1,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
7.7506471,.29775095,11.119883,.046352278,1.3862944,1.0986123,3.9318256,3,0,0,0,1,0,0,0,1,0,0,0,0,NY,2.1332705
5.2998848,.29759428,9.4334841,.021579644,1.0986123,0,3.583519,1,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.7579904,.29775625,10.95954,.054814871,1.7917595,1.0986123,3.6109178,3,1,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.1409845,.29769766,11.191341,.023455275,1.6094379,1.0986123,3.8501475,3,0,0,1,0,0,0,1,0,0,0,0,0,NY,2.1332705
6.4219851,.29770431,11.695247,.0069046672,1.3862944,.69314718,3.7612002,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.3143587,.29773545,11.119883,.029963102,1.3862944,.69314718,3.6375861,2,0,0,1,0,0,1,0,0,0,0,0,0,NY,2.1332705
5.6571746,.29764208,11.191341,.0053187064,1.7917595,0,3.3672957,2,1,0,0,1,0,0,0,1,0,0,0,0,NY,2.1332705
7.2640438,.2977351,11.407565,.021369599,1.6094379,.69314718,3.7612002,2,0,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.4329224,.29773724,11.695247,.018975863,1.3862944,.69314718,3.7376697,1,0,1,0,0,0,0,0,0,0,1,0,0,NY,2.1332705
6.7826552,.29770467,10.868568,.022636119,1.3862944,.69314718,3.6888795,2,1,0,0,0,1,0,0,0,0,0,1,0,NY,2.1332705
8.0233955,.29773766,11.407565,.045664594,1.6094379,1.0986123,4.0775375,3,1,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
6.9330206,.29775307,11.407565,.015347674,1.3862944,.69314718,3.8066626,2,0,0,0,1,0,0,0,0,0,0,0,0,NY,2.1332705
7.0938778,.29772022,11.695247,.013519135,1.3862944,.69314718,3.7841897,2,1,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
7.0539374,.29772449,11.258033,.020113356,1.6094379,.69314718,3.7841897,1,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.0987329,.29774565,10.657259,.038358442,1.0986123,.69314718,3.2188759,2,0,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
7.576911,.29773235,11.258033,.033932243,1.3862944,.69314718,3.4657359,2,0,1,0,0,0,0,0,0,0,1,0,0,NY,2.1332705
8.6378984,.29773307,11.042922,.12156698,1.0986123,.69314718,3.6635616,3,0,0,1,0,0,0,0,1,0,0,0,0,NY,2.1332705
6.7074213,.2976974,11.258033,.01422272,1.0986123,.69314718,3.4657359,2,1,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.2029934,.29772598,11.695247,.015077864,1.0986123,.69314718,3.871201,2,0,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
5.5055513,.30007327,11.042922,.0053146025,1.3862944,.69314718,3.7376697,2,1,0,0,1,0,0,0,0,1,0,0,0,NY,2.1332705
6.6399984,.29768774,10.657259,.024244316,1.3862944,.69314718,3.5553482,1,0,0,0,1,0,0,0,0,1,0,0,0,NY,2.1332705
6.2921171,.29772049,11.695247,.0060638557,1.0986123,.69314718,3.6635616,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
8.7594681,.29777849,10.95954,.14922601,1.9459101,1.6094379,4.3307333,5,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
8.0681038,.29772758,11.407565,.047752026,1.6094379,1.3862944,3.713572,4,0,1,0,0,0,0,0,0,1,0,0,0,NY,2.1332705
8.1696854,.29775414,11.407565,.052859101,1.0986123,.69314718,3.9318256,2,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.8178177,.29756814,11.407565,.037172757,1.7917595,.69314718,3.6888795,2,1,0,0,1,0,0,0,0,1,0,0,0,NY,2.1332705
6.6641846,.29773033,10.95954,.018359188,1.3862944,.69314718,3.6888795,2,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
6.9087319,.29772571,10.221941,.049022116,1.0986123,.69314718,3.6635616,2,0,1,0,0,0,0,1,0,0,0,0,0,NY,2.1332705
7.1903353,.29769465,10.221941,.064964704,1.3862944,.69314718,4.0943446,1,0,0,0,1,0,0,0,0,1,0,0,0,NY,2.1332705
6.5273333,.29767784,11.695247,.0076715546,1.3862944,.69314718,3.6375861,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.0889144,.29772368,11.191341,.022265788,1.6094379,.69314718,3.7376697,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
6.4571252,.29770076,10.657259,.020192716,1.0986123,.69314718,3.713572,2,0,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
7.6099772,.2977528,11.258033,.035073716,1.6094379,.69314718,3.713572,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.5397811,.29777715,10.388995,.077969514,1.3862944,.69314718,3.4011974,2,0,0,0,0,1,0,0,0,0,1,0,0,NY,2.1332705
6.8122411,.29770404,11.407565,.013600894,1.0986123,.69314718,3.6375861,1,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.4319,.29790035,11.407565,.025279425,1.3862944,.69314718,3.9702919,2,1,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.5892587,.29771173,11.258033,.034353107,1.3862944,.69314718,3.6375861,2,0,0,1,0,0,0,1,0,0,0,0,0,NY,2.1332705
7.1949372,.29774961,11.407565,.019942977,1.0986123,.69314718,3.8501475,2,0,0,1,0,0,0,1,0,0,0,0,0,NY,2.1332705
6.5130043,.29768145,11.695247,.0075624413,1.3862944,.69314718,3.6635616,2,1,0,0,1,0,0,0,1,0,0,0,0,NY,2.1332705
7.5390487,.29771927,11.042922,.040512126,1.3862944,1.0986123,3.713572,2,0,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
6.2535338,.29763463,10.95954,.012174984,1.3862944,.69314718,3.6109178,2,0,0,1,0,0,0,0,1,0,0,0,0,NY,2.1332705
7.1623726,.29773352,11.695247,.014477773,1.6094379,.69314718,3.6375861,2,1,0,0,0,1,0,0,0,0,1,0,0,NY,2.1332705
5.6160874,.29764447,10.388995,.01138722,1.0986123,.69314718,3.2188759,1,0,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
6.3695507,.29771677,10.95954,.01367381,1.3862944,.69314718,3.6888795,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.163065,.29771775,11.695247,.014487572,1.3862944,.69314718,3.713572,1,1,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.3373199,.29772997,11.407565,.022994157,1.3862944,1.0986123,3.7612002,3,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.2853632,.29773024,11.695247,.016372479,1.3862944,.69314718,3.3322046,1,1,0,1,0,0,0,0,1,0,0,0,0,NY,2.1332705
7.6966252,.29774794,11.042922,.047427714,1.0986123,.69314718,3.5263605,2,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.4143562,.29773226,11.407565,.024835622,1.3862944,.69314718,3.4965076,1,1,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
6.7843409,.29774582,11.695247,.0099204145,0,0,4.1431346,1,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.4867387,.29772821,11.042922,.038447753,1.3862944,1.0986123,3.713572,2,0,1,0,0,0,0,0,0,0,0,0,0,NY,2.1332705
7.1602802,.29773724,10.768485,.036499098,1.3862944,.69314718,3.713572,2,0,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
7.0332847,.29776102,11.695247,.012724813,1.3862944,.69314718,3.8918202,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.6635489,.29775307,10.388995,.088240139,1.6094379,.69314718,3.8066626,3,0,0,1,0,0,0,0,1,0,0,0,0,NY,2.1332705
6.7700834,.29786634,10.221941,.042681422,1.3862944,.69314718,4.1743875,1,0,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
7.6687727,.29776263,11.258033,.037198093,1.3862944,.69314718,3.6888795,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.475409,.29773527,11.695247,.019799417,1.6094379,.69314718,3.5553482,2,0,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
8.3791666,.29777431,11.042922,.093857177,1.3862944,.69314718,3.583519,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.4643168,.29771963,11.407565,.026107606,1.6094379,1.0986123,3.8286414,2,1,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
6.7984991,.29772297,11.695247,.010061643,1.0986123,.69314718,3.6888795,2,1,0,1,0,0,0,0,1,0,0,0,0,NY,2.1332705
7.0183105,.29771262,11.407565,.016713446,1.0986123,.69314718,3.7376697,2,1,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
6.8556328,.29770792,11.258033,.016495094,1.3862944,.69314718,3.5553482,2,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.5565867,.29774538,10.768485,.054249972,1.6094379,.69314718,3.5263605,2,0,1,0,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.1220574,.29773033,10.868568,.031784363,1.3862944,.69314718,3.5553482,2,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.262774,.2977266,10.768485,.04043803,1.0986123,.69314718,3.6109178,2,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
6.7282505,.29769978,10.768485,.023693975,1.0986123,.69314718,3.713572,0,1,0,0,1,0,0,0,0,1,0,0,0,NY,2.1332705
7.9239631,.29795796,10.95954,.064724252,1.0986123,.69314718,3.4657359,2,1,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
7.0335851,.29771456,10.95954,.026562875,1.3862944,.69314718,3.7612002,1,1,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.1313543,.29773298,11.695247,.014035579,1.0986123,.69314718,3.8501475,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.0214267,.29771784,10.532096,.040237665,1.3862944,.69314718,3.4339871,1,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
6.811008,.29770288,10.768485,.025738323,1.3862944,.69314718,4.0253515,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
6.0959826,.29769421,11.695247,.0049837609,1.3862944,.69314718,3.6375861,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.250051,.29772246,11.695247,.015804298,1.3862944,.69314718,3.7612002,2,0,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.157321,.2976982,11.258033,.022303451,1.3862944,1.0986123,3.8501475,2,0,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.6842914,.29771298,11.695247,.024398275,1.6094379,1.3862944,3.8286414,3,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.4830885,.29774794,11.407565,.026603067,1.0986123,.69314718,3.4657359,2,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
8.037096,.29773244,11.119883,.061725739,1.3862944,1.0986123,3.3672957,2,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.0538807,.29773581,11.042922,.024939422,1.3862944,1.0986123,3.5263605,1,0,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
6.568809,.29773095,11.119883,.014216629,2.1972246,1.0986123,3.8066626,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.2809443,.29774901,10.657259,.046025217,1.0986123,.69314718,3.4011974,2,0,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
5.2290936,.29757074,11.695247,.0020942015,1.6094379,.69314718,3.6375861,1,1,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
4.8802633,.29749689,9.7699566,.01013059,1.3862944,0,3.7612002,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.0332804,.29772466,10.868568,.029084107,1.6094379,.69314718,3.4011974,1,1,0,0,1,0,0,0,0,1,0,0,0,NY,2.1332705
6.5375724,.29768085,11.407565,.010334041,1.0986123,.69314718,3.8286414,2,0,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
7.6265445,.2977497,11.119883,.040942423,1.0986123,.69314718,3.8501475,2,1,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
6.768292,.29768988,11.119883,.017354539,1.6094379,.69314718,3.871201,1,0,0,1,0,0,0,0,1,0,0,0,0,NY,2.1332705
7.2311373,.29769915,11.695247,.015507826,1.3862944,1.0986123,3.6888795,4,1,0,0,1,0,0,0,0,1,0,0,0,NY,2.1332705
7.5898995,.29774067,11.407565,.029601661,1.3862944,1.0986123,3.8066626,2,0,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.2740641,.29773059,10.95954,.033784751,1.0986123,.69314718,3.4657359,2,0,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
6.661634,.29773518,10.768485,.022167766,1.3862944,.69314718,3.2958369,2,1,0,0,1,0,0,0,0,0,1,0,0,NY,2.1332705
6.5372086,.29772377,11.695247,.0077480469,1.3862944,.69314718,3.5263605,2,1,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.1978736,.29773837,11.407565,.020001402,1.3862944,.69314718,3.4965076,2,0,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
8.0357103,.29775873,10.95954,.072362207,1.6094379,1.6094379,3.8501475,3,0,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
7.0524225,.29799962,11.695247,.012973781,1.3862944,.69314718,3.8066626,1,1,0,0,1,0,0,0,0,1,0,0,0,NY,2.1332705
6.4672928,.29791963,11.695247,.0072262543,1.3862944,.69314718,3.6635616,2,1,0,1,0,0,0,0,0,0,0,1,0,NY,2.1332705
6.4339933,.2976996,10.388995,.025802024,1.3862944,0,3.7612002,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.3129439,.29773441,11.695247,.016830394,1.3862944,.69314718,3.713572,2,0,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
5.7002535,.2976611,10.021271,.017892817,1.0986123,.69314718,3.4965076,0,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
6.5396099,.29766986,11.407565,.010355007,1.6094379,.69314718,3.6375861,2,1,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.5987835,.29774016,10.95954,.046746477,1.3862944,.69314718,3.8066626,1,0,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
7.3195062,.29775536,11.407565,.022588745,1.0986123,.69314718,3.2958369,2,1,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
7.1011295,.29773316,11.407565,.018156944,1.7917595,.69314718,3.6375861,1,1,0,0,1,0,0,0,1,0,0,0,0,NY,2.1332705
6.755239,.29769641,10.95954,.020108653,1.3862944,1.0986123,3.9318256,3,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
5.9320331,.29767501,10.532096,.013536195,1.0986123,.69314718,3.6109178,2,1,0,0,0,1,0,0,0,0,0,0,1,NY,2.1332705
7.1506128,.29773724,11.695247,.014308564,1.3862944,.69314718,3.6109178,2,1,1,0,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.0856638,.29772988,10.95954,.027983326,1.6094379,.69314718,3.4339871,1,1,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
7.3962536,.29770687,11.407565,.02438945,1.3862944,.69314718,3.7612002,2,0,1,0,0,0,0,1,0,0,0,0,0,NY,2.1332705
6.8440681,.2980637,11.695247,.010534338,1.3862944,.69314718,3.6375861,2,1,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
6.3840542,.29772502,11.695247,.0066478103,1.3862944,.69314718,3.871201,2,1,0,0,0,1,0,0,0,0,0,1,0,NY,2.1332705
6.8258076,.2977142,11.695247,.010340104,1.3862944,.69314718,3.5553482,1,1,1,0,0,0,0,0,0,1,0,0,0,NY,2.1332705
6.5333428,.29804245,11.695247,.0077206111,1.3862944,.69314718,3.8501475,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
8.8939228,.29778546,11.191341,.13538484,1.0986123,.69314718,3.6375861,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
6.1969805,.29763463,10.768485,.013927778,1.6094379,.69314718,3.6888795,2,0,0,0,0,1,0,0,0,0,0,1,0,NY,2.1332705
8.5969324,.29777104,10.388995,.22440752,1.6094379,.69314718,3.5263605,1,0,1,0,0,0,1,0,0,0,0,0,0,NY,2.1332705
7.1174116,.29772916,11.695247,.013841193,1.7917595,.69314718,3.6109178,2,0,1,0,0,0,0,0,0,1,0,0,0,NY,2.1332705
6.7991314,.29770005,11.119883,.017898269,1.3862944,.69314718,3.8501475,2,0,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.6530128,.29776263,11.258033,.036616445,1.3862944,.69314718,3.5553482,2,0,1,0,0,0,0,0,1,0,0,0,0,NY,2.1332705
6.7398982,.29768527,10.657259,.026791353,1.0986123,.69314718,3.2958369,2,0,1,0,0,0,0,1,0,0,0,0,0,NY,2.1332705
7.8620911,.2977435,11.407565,.038862314,1.7917595,1.0986123,3.7841897,3,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.3671594,.2977227,10.95954,.037080724,1.6094379,1.3862944,4.0253515,3,1,0,0,0,1,0,0,0,0,1,0,0,NY,2.1332705
7.0749221,.29773545,11.695247,.013265489,1.6094379,.69314718,3.6109178,2,1,0,1,0,0,0,0,0,1,0,0,0,NY,2.1332705
5.9350867,.29762119,11.191341,.007022514,1.0986123,.69314718,3.871201,2,1,0,1,0,0,0,0,0,0,1,0,0,NY,2.1332705
7.8768377,.29772776,11.695247,.029579274,1.0986123,.69314718,3.6109178,2,0,0,1,0,0,0,0,1,0,0,0,0,NY,2.1332705
